,OR -> CE,CE -> NO,CE -> SU,CE -> OR,SU -> CE,NO -> CE
2020-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 00:00:00,0.0,0.0,113.76313753848163,272.5,0.0,6.065395735869999
2020-01-05 01:00:00,0.0,12.085895216450016,107.75343753848165,265.33464427367835,0.0,0.0
2020-01-05 02:00:00,0.0,3.2930952164500127,117.87954200016003,272.5,0.0,0.0
2020-01-05 03:00:00,0.0,0.0,144.5675459472496,271.8015,0.0,11.293304783550042
2020-01-05 04:00:00,0.0,0.0,150.068165318528,268.2972451587216,0.0,11.113304783550014
2020-01-05 05:00:00,0.0,0.0,136.820465318528,272.5,0.0,6.144704783549998
2020-01-05 06:00:00,0.0,0.0,141.104572403892,272.5,0.0,6.3641047835500055
2020-01-05 07:00:00,0.0,13.40589521644998,138.503220258872,272.5,0.0,0.0
2020-01-05 08:00:00,0.0,30.115895216450024,127.53972562385196,272.5,0.0,0.0
2020-01-05 09:00:00,0.0,43.09589521645002,124.85308621885197,272.5,0.0,0.0
2020-01-05 10:00:00,0.0,39.00669521645001,118.39542335089199,272.5,0.0,0.0
2020-01-05 11:00:00,0.0,53.56589521645001,121.37307899485198,272.5,0.0,0.0
2020-01-05 12:00:00,0.0,48.54589521645,113.86104265585199,272.5,0.0,0.0
2020-01-05 13:00:00,0.0,44.168695216450025,122.97879860389197,272.5,0.0,0.0
2020-01-05 14:00:00,0.0,37.29669521644999,124.15604783587197,271.99293762328807,0.0,0.0
2020-01-05 15:00:00,0.0,50.08589521645,138.186029406872,272.5,0.0,0.0
2020-01-05 16:00:00,0.0,52.85989521645001,131.004062468488,272.5,0.0,0.0
2020-01-05 17:00:00,0.0,61.27789521644999,161.16693534689202,272.5,0.0,0.0
2020-01-05 18:00:00,0.0,76.90209521645002,132.90164595756002,272.5,0.0,0.0
2020-01-05 19:00:00,0.0,94.36669521645003,135.11060919896,195.24496443820004,0.0,0.0
2020-01-05 20:00:00,0.0,87.66669521644995,139.74670919896,197.5942842082,0.0,0.0
2020-01-05 21:00:00,0.0,103.90669521644998,132.32060919896,202.36430079920004,0.0,0.0
2020-01-05 22:00:00,0.0,61.63319521645001,132.29510480616,272.5,0.0,0.0
2020-01-05 23:00:00,0.0,0.0,174.724465318528,272.5,0.0,14.45060478355
2020-01-06 00:00:00,0.0,0.0,160.283065318528,272.5,0.0,14.28947547421
2020-01-06 01:00:00,0.0,0.0,162.24376531852798,272.5,0.0,16.347556031737895
2020-01-06 02:00:00,0.0,0.0,154.413765318528,272.5,0.0,28.975494916682095
2020-01-06 03:00:00,0.0,0.0,156.873765318528,272.5,0.0,21.160275474210003
2020-01-06 04:00:00,0.0,0.0,155.463765318528,272.5,0.0,17.050275474209997
2020-01-06 05:00:00,0.0,0.0,151.433765318528,270.44381908405154,0.0,2.1702754742099986
2020-01-06 06:00:00,0.0,45.41972452579002,152.189851299242,272.5,0.0,0.0
2020-01-06 07:00:00,0.0,57.44818461736378,145.712048040242,272.5,0.0,0.0
2020-01-06 08:00:00,0.0,79.87368444652128,134.708200272242,272.5,0.0,0.0
2020-01-06 09:00:00,0.0,97.87972452579008,132.35955257693072,272.5,0.0,0.0
2020-01-06 10:00:00,0.0,99.31972452578998,129.9894977115733,272.5,0.0,0.0
2020-01-06 11:00:00,0.0,99.50972452579,126.411145115222,272.5,0.0,0.0
2020-01-06 12:00:00,0.0,81.56972452579001,119.33614766322201,272.5,0.0,0.0
2020-01-06 13:00:00,0.0,88.21972452578999,135.017551552262,272.5,0.0,0.0
2020-01-06 14:00:00,0.0,98.81372452579004,134.64864103724202,272.5,0.0,0.0
2020-01-06 15:00:00,0.0,97.40637451348498,146.95347852222204,272.5,0.0,0.0
2020-01-06 16:00:00,0.0,88.59974452579002,144.176595603262,272.5,0.0,0.0
2020-01-06 17:00:00,0.0,79.56838452578998,161.583895314242,250.1516696323579,0.0,0.0
2020-01-06 18:00:00,0.0,87.47344452578994,124.042799811994,249.15441699900606,0.0,0.0
2020-01-06 19:00:00,0.0,93.80719765078999,154.79636130899402,126.39762334700598,0.0,0.0
2020-01-06 20:00:00,0.0,87.45152452578996,172.37636130899403,120.75762334700595,0.0,0.0
2020-01-06 21:00:00,0.0,76.03534777980185,156.33636130899401,152.21249999999998,0.0,0.0
2020-01-06 22:00:00,0.0,73.32904140079006,127.78176130899402,241.90369999999996,0.0,0.0
2020-01-06 23:00:00,0.0,48.196524525790004,178.061665318528,261.05374032547206,0.0,0.0
2020-01-07 00:00:00,0.0,28.96035547332999,170.563765318528,272.2404999999999,0.0,0.0
2020-01-07 01:00:00,0.0,19.542355473329984,168.89376531852798,252.39239999999992,0.0,0.0
2020-01-07 02:00:00,0.0,8.730524623830007,170.02376531852798,237.675909603142,0.0,0.0
2020-01-07 03:00:00,0.0,13.402355473329996,169.36376531852798,238.007207840642,0.0,0.0
2020-01-07 04:00:00,0.0,17.384326322829963,167.64376531852798,227.01010960314198,0.0,0.0
2020-01-07 05:00:00,0.0,24.862355473330034,163.78376531852797,222.44589119064196,0.0,0.0
2020-01-07 06:00:00,0.0,42.920155473330006,149.37529292426203,216.9383017625,0.0,0.0
2020-01-07 07:00:00,0.0,60.56605547332996,139.03841524424203,262.73609999999985,0.0,0.0
2020-01-07 08:00:00,0.0,69.94753775818418,130.95483332726204,272.5,0.0,0.0
2020-01-07 09:00:00,0.0,82.64177318847585,126.09162572122202,272.5,0.0,0.0
2020-01-07 10:00:00,0.0,77.54315547333005,134.551794165262,272.5,0.0,0.0
2020-01-07 11:00:00,0.0,87.98235547332999,131.50129393224202,272.5,0.0,0.0
2020-01-07 12:00:00,0.0,76.42235547332999,119.74773766624197,272.5,0.0,0.0
2020-01-07 13:00:00,0.0,87.75235547332997,126.93105792924202,272.5,0.0,0.0
2020-01-07 14:00:00,0.0,92.92235547332999,133.63875147226202,272.5,0.0,0.0
2020-01-07 15:00:00,0.0,92.10345547332997,125.69084114565942,272.5,0.0,0.0
2020-01-07 16:00:00,0.0,92.53225547332995,136.7154972379701,259.0899999999999,0.0,0.0
2020-01-07 17:00:00,0.0,97.98235547333003,151.1831568099501,208.5884443988199,0.0,0.0
2020-01-07 18:00:00,0.0,104.33025547332997,166.44139169693014,139.30990696303985,0.0,0.0
2020-01-07 19:00:00,0.0,102.10315547332996,158.686361308994,92.78489898717592,0.0,0.0
2020-01-07 20:00:00,0.0,110.93243650233002,163.474061308994,86.95489898717594,0.0,0.0
2020-01-07 21:00:00,0.0,86.84200343669809,150.36636130899402,163.54724701280787,0.0,0.0
2020-01-07 22:00:00,0.0,80.92645547332998,152.63308214916995,216.16279999999995,0.0,0.0
2020-01-07 23:00:00,0.0,49.20205547332998,184.09966531852803,236.6128,0.0,0.0
2020-01-08 00:00:00,0.0,25.510792964370008,174.70376531852799,257.12063974834206,0.0,0.0
2020-01-08 01:00:00,0.0,18.63579296437002,171.373765318528,221.89423974834202,0.0,0.0
2020-01-08 02:00:00,0.0,16.151492964369993,170.45376531852799,233.042097126342,0.0,0.0
2020-01-08 03:00:00,0.0,9.821492964369986,165.74376531852798,239.611283554342,0.0,0.0
2020-01-08 04:00:00,0.0,19.011492964369985,167.943765318528,220.376326176342,0.0,0.0
2020-01-08 05:00:00,0.0,30.731492964369973,165.693765318528,224.16128355434208,0.0,0.0
2020-01-08 06:00:00,0.0,53.130392964370024,161.395544906852,195.46339999999998,0.0,0.0
2020-01-08 07:00:00,0.0,70.44299296437003,144.914439262892,242.35399999999996,0.0,0.0
2020-01-08 08:00:00,0.0,72.02229296437004,138.672840513852,272.07899646512243,0.0,0.0
2020-01-08 09:00:00,0.0,82.46579296437001,133.809087151852,272.5,0.0,0.0
2020-01-08 10:00:00,0.0,94.13149296437003,124.715668447852,272.5,0.0,0.0
2020-01-08 11:00:00,0.0,93.5514929643701,129.022038233872,272.5,0.0,0.0
2020-01-08 12:00:00,0.0,78.40149296437001,125.214088888892,272.5,0.0,0.0
2020-01-08 13:00:00,0.0,86.84149296437,131.51372361787202,272.5,0.0,0.0
2020-01-08 14:00:00,0.0,78.13229296437007,142.107624101872,261.4718020033979,0.0,0.0
2020-01-08 15:00:00,0.0,99.54439296437008,98.0392549146699,272.5,0.0,0.0
2020-01-08 16:00:00,0.0,101.13149296437003,102.37282498807001,272.5,0.0,0.0
2020-01-08 17:00:00,0.0,96.78149296437006,112.65700201446985,245.5900000000001,0.0,0.0
2020-01-08 18:00:00,0.0,104.58149296437001,130.30633801964402,192.76108464762598,0.0,0.0
2020-01-08 19:00:00,0.0,104.78229296437006,153.47060919896,89.36966848390993,0.0,0.0
2020-01-08 20:00:00,0.0,106.78229296437006,158.41060919896,82.28966848390999,0.0,0.0
2020-01-08 21:00:00,0.0,120.64235707728005,149.60060919896,107.96249999999998,0.0,0.0
2020-01-08 22:00:00,0.0,91.03049296437004,144.72844387462402,181.34760337624598,0.0,0.0
2020-01-08 23:00:00,0.0,59.31539296437004,165.18883309387002,253.49449999999993,0.0,0.0
2020-01-09 00:00:00,0.0,0.0,170.20376531852799,272.5,0.0,2.5105948655600194
2020-01-09 01:00:00,0.0,0.0,169.573765318528,266.34898950866204,0.0,29.347794865560015
2020-01-09 02:00:00,0.0,0.0,167.873765318528,256.67236359366206,0.0,34.04059486556003
2020-01-09 03:00:00,0.0,0.0,167.14376531852798,262.4983190840515,0.0,37.94059486556003
2020-01-09 04:00:00,0.0,0.0,168.323765318528,263.34681332449884,0.0,36.04059486556003
2020-01-09 05:00:00,0.0,0.0,165.183765318528,253.06318033399364,0.0,24.990594865560016
2020-01-09 06:00:00,0.0,21.189405134439973,160.88265015173204,204.9502999999999,0.0,0.0
2020-01-09 07:00:00,0.0,34.63930513444003,151.83430310877202,258.7041999999999,0.0,0.0
2020-01-09 08:00:00,0.0,35.600205134439996,143.08698176546665,272.5,0.0,0.0
2020-01-09 09:00:00,0.0,46.07910513444001,137.59121023639938,272.5,0.0,0.0
2020-01-09 10:00:00,0.0,56.87940513444005,141.982834327732,272.5,0.0,0.0
2020-01-09 11:00:00,0.0,57.229405134439986,138.31356619177203,272.5,0.0,0.0
2020-01-09 12:00:00,0.0,41.94940513444001,135.321545176732,272.5,0.0,0.0
2020-01-09 13:00:00,0.0,49.80940513444003,141.596947898752,272.5,0.0,0.0
2020-01-09 14:00:00,0.0,56.65940513444003,149.94152072039,272.5,0.0,0.0
2020-01-09 15:00:00,0.0,54.73740513444003,158.24211544075206,272.5,0.0,0.0
2020-01-09 16:00:00,0.0,48.04020513443999,161.2977324532611,255.371658766767,0.0,0.0
2020-01-09 17:00:00,0.0,57.56940513444002,172.515262294223,222.38165876676706,0.0,0.0
2020-01-09 18:00:00,0.0,61.17940513444006,140.61261182282277,222.99165876676705,0.0,0.0
2020-01-09 19:00:00,0.0,103.24020513444003,163.17889176184002,72.90701175234994,0.0,0.0
2020-01-09 20:00:00,0.0,104.05020513444003,164.39292643750403,81.13681581568599,0.0,0.0
2020-01-09 21:00:00,0.0,91.79580513444002,159.03292643750402,117.55236582168605,0.0,0.0
2020-01-09 22:00:00,0.0,45.040205134440015,159.98989412619,217.915,0.0,0.0
2020-01-09 23:00:00,0.0,19.519405134439985,192.103765318528,245.76949999999994,0.0,0.0
2020-01-10 00:00:00,0.0,0.0,177.043765318528,271.71489999999994,0.0,40.889336863530005
2020-01-10 01:00:00,0.0,0.0,169.633765318528,272.5,0.0,42.130476026840014
2020-01-10 02:00:00,0.0,0.0,171.103765318528,272.5,0.0,49.700476026840015
2020-01-10 03:00:00,0.0,0.0,167.95376531852799,272.5,0.0,52.64047602684004
2020-01-10 04:00:00,0.0,0.0,166.843765318528,272.5,0.0,54.10167602684001
2020-01-10 05:00:00,0.0,0.0,160.873765318528,267.3783190840515,0.0,33.510476026839996
2020-01-10 06:00:00,0.0,0.0,155.34803241373206,272.5,0.0,2.3775368635300005
2020-01-10 07:00:00,0.0,26.922463136469897,148.84817724158796,272.5,0.0,0.0
2020-01-10 08:00:00,0.0,35.81207722571807,139.797431860772,272.5,0.0,0.0
2020-01-10 09:00:00,0.0,55.05246313646997,139.715298241904,272.5,0.0,0.0
2020-01-10 10:00:00,0.0,58.534949047221886,141.10620342575203,272.5,0.0,0.0
2020-01-10 11:00:00,0.0,65.23246313647,133.582211691704,272.5,0.0,0.0
2020-01-10 12:00:00,0.0,46.08246313647,131.31437947175203,272.5,0.0,0.0
2020-01-10 13:00:00,0.0,56.65246313646999,138.39974862777203,272.5,0.0,0.0
2020-01-10 14:00:00,0.0,65.48246313646997,146.83740860575202,272.5,0.0,0.0
2020-01-10 15:00:00,0.0,65.43246313646996,157.398654899732,272.5,0.0,0.0
2020-01-10 16:00:00,0.0,52.27476313647002,164.482832157772,272.5,0.0,0.0
2020-01-10 17:00:00,0.0,54.54246313647003,181.217293987732,249.05278697641586,0.0,0.0
2020-01-10 18:00:00,0.0,51.58146313647003,167.87312069715992,240.2034,0.0,0.0
2020-01-10 19:00:00,0.0,115.73326313646997,162.15889176184,122.46037545331994,0.0,0.0
2020-01-10 20:00:00,0.0,110.98326313646997,168.18522643750404,133.04431942965596,0.0,0.0
2020-01-10 21:00:00,0.0,94.15246313646999,191.08029822715994,137.32888834900012,0.0,0.0
2020-01-10 22:00:00,0.0,38.70326313646997,169.05649822715992,253.41620000000003,0.0,0.0
2020-01-10 23:00:00,0.0,0.0,185.39526531852798,272.5,0.0,10.122436863530055
2020-01-11 00:00:00,0.0,0.0,180.063765318528,272.5,0.0,25.02753686353006
2020-01-11 01:00:00,0.0,0.0,176.093765318528,272.5,0.0,4.204328143590026
2020-01-11 02:00:00,0.0,0.0,172.213765318528,272.5,0.0,15.908149131970035
2020-01-11 03:00:00,0.0,0.0,171.80376531852798,272.5,0.0,28.480349131970023
2020-01-11 04:00:00,0.0,0.0,173.39376531852798,272.5,0.0,12.67114913197005
2020-01-11 05:00:00,0.0,0.0,165.783765318528,272.5,0.0,2.921149131970065
2020-01-11 06:00:00,0.0,4.658850868029948,165.83376531852795,272.5,0.0,0.0
2020-01-11 07:00:00,0.0,0.0,162.21662493089204,272.5,0.0,1.1055931393820764
2020-01-11 08:00:00,0.0,13.862001556858075,143.35435939085198,272.5,0.0,0.0
2020-01-11 09:00:00,0.0,21.670443046037974,140.19520539187204,272.5,0.0,0.0
2020-01-11 10:00:00,0.0,19.098434411958,145.357234622872,272.5,0.0,0.0
2020-01-11 11:00:00,0.0,27.605813936498034,141.09400857389198,272.5,0.0,0.0
2020-01-11 12:00:00,0.0,23.03861101972003,136.95541169289206,272.5,0.0,0.0
2020-01-11 13:00:00,0.0,19.798611019720035,147.454343063872,272.5,0.0,0.0
2020-01-11 14:00:00,0.0,23.77661101971993,154.47302574487202,272.5,0.0,0.0
2020-01-11 15:00:00,0.0,17.576111019719946,155.150922161872,272.5,0.0,0.0
2020-01-11 16:00:00,0.0,27.348611019720032,168.21899499689198,272.5,0.0,0.0
2020-01-11 17:00:00,0.0,37.388611019719995,178.116715097872,272.5,0.0,0.0
2020-01-11 18:00:00,0.0,40.87081101972005,174.68502550779,272.5,0.0,0.0
2020-01-11 19:00:00,0.0,90.97941101972,153.01060919896,190.9815396318301,0.0,0.0
2020-01-11 20:00:00,0.0,83.72941101971996,157.93990919896,202.96089643283005,0.0,0.0
2020-01-11 21:00:00,0.0,59.42941101972006,158.10721529679003,245.98949999999996,0.0,0.0
2020-01-11 22:00:00,0.0,29.298511019720046,192.99450901778988,272.5,0.0,0.0
2020-01-11 23:00:00,0.0,0.0,186.538565318528,272.5,0.0,10.418288980280039
2020-01-12 00:00:00,0.0,0.0,175.05376531852798,272.5,0.0,22.52921512108545
2020-01-12 01:00:00,0.0,0.0,170.403765318528,260.94991908405154,0.0,10.46685909426997
2020-01-12 02:00:00,0.0,0.0,167.663765318528,251.0310190840515,0.0,17.32685909427
2020-01-12 03:00:00,0.0,0.0,157.959965318528,243.67681908405146,0.0,33.656059094269985
2020-01-12 04:00:00,0.0,0.0,159.281065318528,244.66831908405146,0.0,22.856859094269996
2020-01-12 05:00:00,0.0,0.0,157.74376531852798,219.12831908405158,0.0,30.473159094270013
2020-01-12 06:00:00,0.0,0.0,151.73605589075203,219.79831908405154,0.0,32.18605909426995
2020-01-12 07:00:00,0.0,0.0,130.77344127375204,227.0360190840515,0.0,2.517359094269998
2020-01-12 08:00:00,0.0,13.633140905729991,127.145850230732,255.9789190840515,0.0,0.0
2020-01-12 09:00:00,0.0,28.063140905730013,118.580634011752,272.5,0.0,0.0
2020-01-12 10:00:00,0.0,17.923940905730014,117.40868980377202,272.5,0.0,0.0
2020-01-12 11:00:00,0.0,28.143140905730018,115.48081613375203,272.5,0.0,0.0
2020-01-12 12:00:00,0.0,16.00454090573,157.667465318528,272.5,0.0,0.0
2020-01-12 13:00:00,0.0,11.132363133982214,107.06701342677202,272.5,0.0,0.0
2020-01-12 14:00:00,0.0,8.543940905730011,125.04253796975203,272.5,0.0,0.0
2020-01-12 15:00:00,0.0,19.873140905730025,124.03947016475206,272.5,0.0,0.0
2020-01-12 16:00:00,0.0,24.03807257628001,141.62574231573203,272.5,0.0,0.0
2020-01-12 17:00:00,0.0,24.094850348027855,155.80144467975205,272.5,0.0,0.0
2020-01-12 18:00:00,0.0,5.582972576280021,176.00357141875202,272.5,0.0,0.0
2020-01-12 19:00:00,0.0,74.42887257628009,146.499374007504,239.34626950499592,0.0,0.0
2020-01-12 20:00:00,0.0,74.82887257628008,145.28292643750402,239.12626950499592,0.0,0.0
2020-01-12 21:00:00,0.0,50.72887257628004,165.10667162649997,272.2269,0.0,0.0
2020-01-12 22:00:00,0.0,18.808672576280046,181.635765318528,272.5,0.0,0.0
2020-01-12 23:00:00,0.0,0.0,173.943765318528,272.5,0.0,15.841927423719994
2020-01-13 00:00:00,0.0,0.0,167.223765318528,272.5,0.0,45.91192742371997
2020-01-13 01:00:00,0.0,0.0,163.413765318528,272.5,0.0,59.881927423719986
2020-01-13 02:00:00,0.0,0.0,160.413765318528,272.5,0.0,67.07522742371998
2020-01-13 03:00:00,0.0,0.0,158.92376531852798,272.5,0.0,75.33522742372
2020-01-13 04:00:00,0.0,0.0,163.823765318528,272.5,0.0,73.38872742371998
2020-01-13 05:00:00,0.0,0.0,162.013265318528,263.58831908405153,0.0,41.71192742371995
2020-01-13 06:00:00,0.0,0.0,160.402901101732,272.5,0.0,22.051127423720004
2020-01-13 07:00:00,0.0,19.498072576280023,151.86611544075203,272.5,0.0,0.0
2020-01-13 08:00:00,0.0,25.660400645500026,151.494965318528,272.5,0.0,0.0
2020-01-13 09:00:00,0.0,28.371128376139986,136.582048780432,272.5,0.0,0.0
2020-01-13 10:00:00,0.0,34.862828376139944,143.53220653103205,272.5,0.0,0.0
2020-01-13 11:00:00,0.0,34.212828376140024,146.59260909071205,272.5,0.0,0.0
2020-01-13 12:00:00,0.0,20.572828376140034,108.59140053771196,272.5,0.0,0.0
2020-01-13 13:00:00,0.0,32.752828376140044,143.96409175675203,272.5,0.0,0.0
2020-01-13 14:00:00,0.0,27.101667539450034,164.70571012273206,272.5,0.0,0.0
2020-01-13 15:00:00,0.0,32.72576753945009,173.34308827971202,272.5,0.0,0.0
2020-01-13 16:00:00,0.0,25.62786753945,178.694527418752,272.5,0.0,0.0
2020-01-13 17:00:00,0.0,20.305167539449986,184.39109371175203,272.5,0.0,0.0
2020-01-13 18:00:00,0.0,30.27216753945001,203.35376531852796,272.5,0.0,0.0
2020-01-13 19:00:00,0.0,87.00656753944999,160.91576150482,194.58201410086002,0.0,0.0
2020-01-13 20:00:00,0.0,82.74656753945004,160.59979618048402,205.35425627819592,0.0,0.0
2020-01-13 21:00:00,0.0,50.14656753945002,158.54441612468003,272.5,0.0,0.0
2020-01-13 22:00:00,0.0,0.5219675394500314,195.969665318528,272.5,0.0,0.0
2020-01-13 23:00:00,0.0,0.0,182.851165318528,272.5,0.0,31.58476333839803
2020-01-14 00:00:00,0.0,0.0,172.543765318528,272.5,0.0,61.35423246054998
2020-01-14 01:00:00,0.0,0.0,168.693765318528,272.5,0.0,80.80423246055001
2020-01-14 02:00:00,0.0,0.0,167.64376531852798,272.5,0.0,90.22423246055
2020-01-14 03:00:00,0.0,0.0,168.223765318528,272.5,0.0,99.52300158270197
2020-01-14 04:00:00,0.0,0.0,166.463765318528,272.5,0.0,94.99203246054998
2020-01-14 05:00:00,0.0,0.0,162.05376531852798,272.5,0.0,78.07453246055002
2020-01-14 06:00:00,0.0,0.0,165.645307400642,272.5,0.0,47.72387798045
2020-01-14 07:00:00,0.0,0.0,159.51179024760205,272.5,0.0,15.058177980449969
2020-01-14 08:00:00,0.0,6.504422019549992,153.81654728664202,272.5,0.0,0.0
