,CE -> NO,CE -> SU,CE -> OR,SU -> CE,NO -> CE
2020-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 09:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 11:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 13:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 15:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 09:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 11:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 13:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 15:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0
2020-01-05 00:00:00,71.01170079957365,181.29946532433598,272.5,0.0,0.0
2020-01-05 01:00:00,53.954900799573664,175.289765324336,272.5,0.0,0.0
2020-01-05 02:00:00,51.47950079957367,169.119765324336,272.5,0.0,0.0
2020-01-05 03:00:00,41.404800799573636,166.679765324336,272.5,0.0,0.0
2020-01-05 04:00:00,36.420300799573646,156.645965324336,272.5,0.0,0.0
2020-01-05 05:00:00,47.41950079957366,150.345065324336,272.5,0.0,0.0
2020-01-05 06:00:00,41.16950079957366,151.869765324336,272.5,0.0,0.0
2020-01-05 07:00:00,60.939500799573636,152.05465974788999,272.5,0.0,0.0
2020-01-05 08:00:00,66.17030079957365,137.53946511286998,272.5,0.0,0.0
2020-01-05 09:00:00,90.62950079957368,172.549765324336,272.5,0.0,0.0
2020-01-05 10:00:00,98.01950079957365,167.61766532433597,272.5,0.0,0.0
2020-01-05 11:00:00,89.62030079957367,178.87976532433598,272.5,0.0,0.0
2020-01-05 12:00:00,96.07950079957367,163.475965324336,272.5,0.0,0.0
2020-01-05 13:00:00,92.84950079957366,169.79596532433598,272.5,0.0,0.0
2020-01-05 14:00:00,96.30950079957366,142.23958732488998,272.5,0.0,0.0
2020-01-05 15:00:00,86.59429513057964,140.10196889589,272.5,0.0,0.0
2020-01-05 16:00:00,60.14604957772366,160.46976532433598,272.5,0.0,0.0
2020-01-05 17:00:00,15.40717625050998,183.489765324336,272.5,0.0,0.0
2020-01-05 18:00:00,0.9584882879300061,186.57913370087002,272.5,0.0,0.0
2020-01-05 19:00:00,9.130056764490037,207.08796532433595,236.27466930799403,0.0,0.0
2020-01-05 20:00:00,2.430056764489983,207.5,242.84805440233,0.0,0.0
2020-01-05 21:00:00,0.0,207.17926532433597,272.5,0.0,13.317237566515985
2020-01-05 22:00:00,0.0,201.92976532433596,272.5,0.0,55.04074323551001
2020-01-05 23:00:00,0.0,187.63976532433597,272.5,0.0,142.05654323551002
2020-01-06 00:00:00,0.0,165.319665324336,272.5,0.0,129.86994323551002
2020-01-06 01:00:00,0.0,169.97016532433597,272.5,0.0,147.78896192404002
2020-01-06 02:00:00,0.0,161.905265324336,272.5,0.0,165.40816192404003
2020-01-06 03:00:00,0.0,164.43906532433598,272.5,0.0,161.32906192404002
2020-01-06 04:00:00,0.0,162.986765324336,272.5,0.0,155.90596192404
2020-01-06 05:00:00,0.0,162.139765324336,272.5,0.0,134.72896192404002
2020-01-06 06:00:00,0.0,168.01026532433602,272.5,0.0,87.13896192404
2020-01-06 07:00:00,0.0,149.49158374846402,272.5,0.0,75.80816192404006
2020-01-06 08:00:00,0.0,184.95666532433597,272.5,0.0,51.08196192403996
2020-01-06 09:00:00,0.0,149.32895254348404,272.5,0.0,34.67896192403993
2020-01-06 10:00:00,0.0,138.48706916146404,272.5,0.0,35.28260109548961
2020-01-06 11:00:00,0.0,136.730680823444,272.5,0.0,33.04896192403999
2020-01-06 12:00:00,0.0,183.30976532433598,272.5,0.0,50.988961924039984
2020-01-06 13:00:00,0.0,145.337087260484,272.5,0.0,47.56279768527003
2020-01-06 14:00:00,0.0,193.33976532433599,272.5,0.0,36.96879768526996
2020-01-06 15:00:00,0.0,158.58791423044406,272.5,0.0,45.66306584553994
2020-01-06 16:00:00,0.0,158.397931311484,272.5,0.0,53.913516895360026
2020-01-06 17:00:00,0.0,173.61313102246402,272.5,0.0,62.46151689536003
2020-01-06 18:00:00,0.0,196.89870087746402,272.5,0.0,56.47951689536005
2020-01-06 19:00:00,0.0,207.5,241.48756262705,0.0,23.177777732049954
2020-01-06 20:00:00,0.0,207.5,250.49488950204992,0.0,26.600777732049984
2020-01-06 21:00:00,0.0,207.5,272.5,0.0,50.454557723910405
2020-01-06 22:00:00,0.0,199.036765324336,272.5,0.0,65.12957689536
2020-01-06 23:00:00,0.0,191.19976532433597,272.5,0.0,98.12871689536
2020-01-07 00:00:00,0.0,176.107665324336,272.5,0.0,156.09705508816998
2020-01-07 01:00:00,0.0,179.59976532433598,272.5,0.0,165.51505508816996
2020-01-07 02:00:00,0.0,175.20346532433598,272.5,0.0,179.77681508816997
2020-01-07 03:00:00,0.0,177.30376532433598,272.5,0.0,183.13425508817
2020-01-07 04:00:00,0.0,178.34976532433598,272.5,0.0,172.91475508816995
2020-01-07 05:00:00,0.0,174.489765324336,272.5,0.0,165.34425508816994
2020-01-07 06:00:00,0.0,159.06715531208405,272.5,0.0,144.55885508817
2020-01-07 07:00:00,0.0,150.500277632064,272.5,0.0,126.58535508817
2020-01-07 08:00:00,0.0,148.73049571508403,272.5,0.0,114.12235508816993
2020-01-07 09:00:00,0.0,142.76958810904404,272.5,0.0,98.77505508816996
2020-01-07 10:00:00,0.0,136.15985655308404,272.5,0.0,102.56605508816996
2020-01-07 11:00:00,0.0,190.883065324336,272.5,0.0,97.07505508816999
2020-01-07 12:00:00,0.0,185.03976532433597,272.5,0.0,108.63505508816996
2020-01-07 13:00:00,0.0,136.62292031706403,272.5,0.0,97.30505508816998
2020-01-07 14:00:00,0.0,143.33061386008401,272.5,0.0,92.13505508816996
2020-01-07 15:00:00,0.0,149.690318441044,272.5,0.0,101.62425508817002
2020-01-07 16:00:00,0.0,163.564609106084,272.5,0.0,86.98505508817003
2020-01-07 17:00:00,0.0,172.7250340024,272.5,0.0,87.07505508817
2020-01-07 18:00:00,0.0,196.06706888938004,272.5,0.0,83.66655508817001
2020-01-07 19:00:00,0.0,207.5,272.5,0.0,34.18365473992
2020-01-07 20:00:00,0.0,207.5,263.4940032235094,0.0,15.779915576609937
2020-01-07 21:00:00,0.0,207.5,272.5,0.0,29.740715576609993
2020-01-07 22:00:00,0.0,207.5,272.5,0.0,55.31781419734003
2020-01-07 23:00:00,0.0,191.073730648672,272.5,0.0,90.59963854756
2020-01-08 00:00:00,0.0,173.63596532433596,272.5,0.0,128.1224686739288
2020-01-08 01:00:00,0.0,178.38976532433597,272.5,0.0,127.73326867392879
2020-01-08 02:00:00,0.0,177.23996532433597,253.5143381681031,0.0,131.0032686739288
2020-01-08 03:00:00,0.0,164.67596532433595,265.13801908405156,0.0,144.0765668339287
2020-01-08 04:00:00,0.0,172.15116532433598,268.1948190840516,0.0,139.62246867392878
2020-01-08 05:00:00,0.0,172.70976532433596,253.42481908405156,0.0,116.42326867392879
2020-01-08 06:00:00,0.0,161.21452030799998,268.9133190840516,0.0,92.60326867392878
2020-01-08 07:00:00,0.0,175.93126532433595,272.5,0.0,75.0632686739288
2020-01-08 08:00:00,0.0,183.54976532433597,272.5,0.0,75.13246867392881
2020-01-08 09:00:00,0.0,188.46976532433595,272.5,0.0,58.2032686739289
2020-01-08 10:00:00,0.0,134.26964384900003,272.5,0.0,64.50246867392897
2020-01-08 11:00:00,0.0,189.47976532433597,272.5,0.0,53.60326867392891
2020-01-08 12:00:00,0.0,186.27976532433595,272.5,0.0,68.75326867392889
2020-01-08 13:00:00,0.0,136.93639901902,272.5,0.0,60.313268673928945
2020-01-08 14:00:00,0.0,148.79419950302,272.5,0.0,57.54326867392891
2020-01-08 15:00:00,0.0,202.21976532433595,272.5,0.0,76.33257771087001
2020-01-08 16:00:00,0.0,166.85796051401996,272.5,0.0,75.93257771087004
2020-01-08 17:00:00,0.0,178.90808217899996,272.5,0.0,80.28257771087004
2020-01-08 18:00:00,0.0,203.38976532433597,272.5,0.0,83.96177771087004
2020-01-08 19:00:00,0.0,207.5,272.5,0.0,33.2317795508702
2020-01-08 20:00:00,0.0,207.5,272.5,0.0,31.881777710870047
2020-01-08 21:00:00,0.0,207.5,272.5,0.0,43.681377710870066
2020-01-08 22:00:00,0.0,207.5,272.5,0.0,78.36257771087001
2020-01-08 23:00:00,0.0,187.58976532433599,272.5,0.0,108.90732022852997
2020-01-09 00:00:00,0.0,170.933430648672,272.5,0.0,129.65027732228003
2020-01-09 01:00:00,0.0,175.949765324336,272.5,0.0,158.76717732228
2020-01-09 02:00:00,0.0,168.679365324336,272.5,0.0,172.65947732228003
2020-01-09 03:00:00,0.0,170.687165324336,272.5,0.0,165.08027732228
2020-01-09 04:00:00,0.0,174.699765324336,272.5,0.0,163.18027732228
2020-01-09 05:00:00,0.0,169.87063064867203,270.1048190840516,0.0,152.13027732228
2020-01-09 06:00:00,0.0,173.919765324336,272.5,0.0,105.95027732228002
2020-01-09 07:00:00,0.0,179.859765324336,272.5,0.0,91.94027732227994
2020-01-09 08:00:00,0.0,182.515965324336,272.5,0.0,91.53947732228002
2020-01-09 09:00:00,0.0,193.109765324336,272.5,0.0,72.87027732227997
2020-01-09 10:00:00,0.0,147.05520511716,272.5,0.0,70.26027732228002
2020-01-09 11:00:00,0.0,143.38593698120002,272.5,0.0,81.38947732228004
2020-01-09 12:00:00,0.0,195.459765324336,272.5,0.0,85.19027732227994
2020-01-09 13:00:00,0.0,199.619765324336,272.5,0.0,88.80947732227995
2020-01-09 14:00:00,0.0,155.52617219016,272.5,0.0,70.48027732227996
2020-01-09 15:00:00,0.0,164.87148623018004,272.5,0.0,75.63733815897002
2020-01-09 16:00:00,0.0,170.00849959116002,272.5,0.0,73.74733815897007
2020-01-09 17:00:00,0.0,178.90673673518003,272.5,0.0,75.69733815897001
2020-01-09 18:00:00,0.0,206.099765324336,272.5,0.0,72.08733815896997
2020-01-09 19:00:00,0.0,207.5,255.36411733156996,0.0,30.026538158970038
2020-01-09 20:00:00,0.0,207.5,264.80795607057,0.0,29.216538158970017
2020-01-09 21:00:00,0.0,207.5,272.5,0.0,31.050277322279996
2020-01-09 22:00:00,0.0,207.5,272.5,0.0,70.62027732228003
2020-01-09 23:00:00,0.0,197.491765324336,272.5,0.0,99.59873768576001
2020-01-10 00:00:00,0.0,182.43176532433597,272.5,0.0,137.87873768576003
2020-01-10 01:00:00,0.0,167.64446532433598,272.5,0.0,162.80863768575998
2020-01-10 02:00:00,0.0,173.77796532433598,272.5,0.0,173.74793768575998
2020-01-10 03:00:00,0.0,173.34176532433597,272.5,0.0,176.68793768576
2020-01-10 04:00:00,0.0,171.64496532433597,272.5,0.0,172.38793768576
2020-01-10 05:00:00,0.0,158.177965324336,272.5,0.0,146.07873768576002
2020-01-10 06:00:00,0.0,160.43281601432003,272.5,0.0,108.81873768575997
2020-01-10 07:00:00,0.0,181.771765324336,272.5,0.0,79.51873768576006
2020-01-10 08:00:00,0.0,189.151765324336,272.5,0.0,60.718737685760004
2020-01-10 09:00:00,0.0,187.871843791656,272.5,0.0,51.388737685760006
2020-01-10 10:00:00,0.0,145.43198702634,272.5,0.0,41.52873768576001
2020-01-10 11:00:00,0.0,194.681765324336,272.5,0.0,41.20873768576001
2020-01-10 12:00:00,0.0,190.231765324336,272.5,0.0,60.358737685759976
2020-01-10 13:00:00,0.0,142.72553222836,272.5,0.0,49.78873768575998
2020-01-10 14:00:00,0.0,151.16319220633997,272.5,0.0,45.678037685759975
2020-01-10 15:00:00,0.0,161.72443850032,272.5,0.0,41.00873768576002
2020-01-10 16:00:00,0.0,172.25621575835999,272.5,0.0,47.54873768575999
2020-01-10 17:00:00,0.0,185.54307758832,272.5,0.0,51.898737685759954
2020-01-10 18:00:00,0.0,207.5,272.5,0.0,47.96093768575994
2020-01-10 19:00:00,9.29206231424003,207.5,224.6944137247999,0.0,0.0
2020-01-10 20:00:00,4.542062314240022,207.5,244.1118823768,0.0,0.0
2020-01-10 21:00:00,0.0,207.5,272.5,0.0,17.842337685759976
2020-01-10 22:00:00,0.0,205.461765324336,272.5,0.0,56.25873768576001
2020-01-10 23:00:00,0.0,186.70176532433598,272.5,0.0,108.86168501766001
2020-01-11 00:00:00,0.0,172.83256532433603,272.5,0.0,139.77088501766005
2020-01-11 01:00:00,0.0,172.61766532433603,272.5,0.0,146.96168501766002
2020-01-11 02:00:00,0.0,171.30176532433603,272.5,0.0,153.17168501766002
2020-01-11 03:00:00,0.0,168.46056532433602,272.5,0.0,169.07088501766
2020-01-11 04:00:00,0.0,172.481765324336,272.5,0.0,162.45878501766003
2020-01-11 05:00:00,0.0,164.87176532433602,272.5,0.0,143.51168501766003
2020-01-11 06:00:00,0.0,156.5621347645,272.5,0.0,136.17774616249
2020-01-11 07:00:00,0.0,160.43553878850005,272.5,0.0,119.77694616248999
2020-01-11 08:00:00,0.0,149.65707324846,272.5,0.0,83.04774616248997
2020-01-11 09:00:00,0.0,135.72521924948003,272.5,0.0,80.24694616249005
2020-01-11 10:00:00,0.0,143.57614848048001,272.5,0.0,79.64774616249002
2020-01-11 11:00:00,0.0,180.941765324336,272.5,0.0,74.93184616248999
2020-01-11 12:00:00,0.0,135.17432555050007,272.5,0.0,75.43774616248997
2020-01-11 13:00:00,0.0,180.08176532433598,272.5,0.0,90.15694616248999
2020-01-11 14:00:00,0.0,179.811765324336,272.5,0.0,72.07774616249003
2020-01-11 15:00:00,0.0,160.70603601948,272.5,0.0,72.32774616249003
2020-01-11 16:00:00,0.0,166.4379088545,272.5,0.0,71.12774616248998
2020-01-11 17:00:00,0.0,176.33562895548002,272.5,0.0,61.08774616249003
2020-01-11 18:00:00,0.0,194.111765324336,272.5,0.0,51.11774616248995
2020-01-11 19:00:00,0.0,207.5,230.47414950623022,0.0,7.496946162490039
2020-01-11 20:00:00,0.0,207.5,247.38280630723008,0.0,14.746946162490001
2020-01-11 21:00:00,0.0,207.5,272.5,0.0,29.646446162489937
2020-01-11 22:00:00,0.0,207.5,272.5,0.0,65.94774616248999
2020-01-11 23:00:00,0.0,198.491765324336,272.5,0.0,112.12474616249
2020-01-12 00:00:00,0.0,182.57326532433598,272.5,0.0,139.46778863330002
2020-01-12 01:00:00,0.0,180.171765324336,272.5,0.0,155.1177886333
2020-01-12 02:00:00,0.0,169.347965324336,267.9975190840516,0.0,173.4569886333
2020-01-12 03:00:00,0.0,175.811765324336,260.64331908405154,0.0,169.89408863330002
2020-01-12 04:00:00,0.0,174.081565324336,256.07011908405156,0.0,167.50778863329998
2020-01-12 05:00:00,0.0,159.427965324336,236.09481908405152,0.0,172.05778863329996
2020-01-12 06:00:00,0.0,163.573165324336,236.76481908405154,0.0,176.83698863329997
2020-01-12 07:00:00,0.0,139.57579000045004,249.56721908405152,0.0,155.69698863329998
2020-01-12 08:00:00,0.0,135.94819895743,272.5,0.0,131.0177886333
2020-01-12 09:00:00,0.0,127.38298273845001,272.5,0.0,116.58778863329998
2020-01-12 10:00:00,0.0,174.781765324336,272.5,0.0,121.72688863329998
2020-01-12 11:00:00,0.0,176.021765324336,272.5,0.0,116.50778863329997
2020-01-12 12:00:00,0.0,171.04176532433598,272.5,0.0,125.11778863329998
2020-01-12 13:00:00,0.0,162.86796532433604,272.5,0.0,131.44408863329997
2020-01-12 14:00:00,0.0,135.33078669645005,272.5,0.0,136.10698863329998
2020-01-12 15:00:00,0.0,140.83081889145004,272.5,0.0,124.77778863329998
2020-01-12 16:00:00,0.0,147.71459104243004,272.5,0.0,119.7677886333
2020-01-12 17:00:00,0.0,156.51999340645003,272.5,0.0,121.78548863329996
2020-01-12 18:00:00,0.0,192.017765324336,272.5,0.0,99.82288863329998
2020-01-12 19:00:00,0.0,207.5,272.5,0.0,30.976988633299957
2020-01-12 20:00:00,0.0,207.5,272.5,0.0,30.576988633299976
2020-01-12 21:00:00,0.0,203.111765324336,272.5,0.0,47.81718863330002
2020-01-12 22:00:00,0.0,185.647965324336,272.5,0.0,93.45698863329994
2020-01-12 23:00:00,0.0,181.083165324336,272.5,0.0,125.97788863329998
2020-01-13 00:00:00,0.0,176.991765324336,272.5,0.0,157.96514835754
2020-01-13 01:00:00,0.0,167.407065324336,272.5,0.0,183.21004835754
2020-01-13 02:00:00,0.0,167.147265324336,272.5,0.0,183.55014835754
2020-01-13 03:00:00,0.0,168.691765324336,272.5,0.0,181.52794835754003
2020-01-13 04:00:00,0.0,172.67886532433602,272.5,0.0,188.24004835754
2020-01-13 05:00:00,0.0,163.737965324336,272.5,0.0,159.06704835754002
2020-01-13 06:00:00,0.0,169.26666265348,272.5,0.0,126.99284835753998
2020-01-13 07:00:00,0.0,163.45267699250005,272.5,0.0,96.02074835754
2020-01-13 08:00:00,0.0,169.346765324336,272.5,0.0,72.79424835754001
2020-01-13 09:00:00,0.0,143.96502869648,272.5,0.0,63.16374835754003
2020-01-13 10:00:00,0.0,158.60144971848007,272.5,0.0,58.31244835753999
2020-01-13 11:00:00,0.0,155.63637064246004,272.5,0.0,58.98194835754008
2020-01-13 12:00:00,0.0,117.63516208945998,272.5,0.0,70.03084835754001
2020-01-13 13:00:00,0.0,153.00785330850002,272.5,0.0,57.85084835754003
2020-01-13 14:00:00,0.0,175.18167167448004,272.5,0.0,61.29024835754005
2020-01-13 15:00:00,0.0,182.38684983146004,272.5,0.0,51.75084835754001
2020-01-13 16:00:00,0.0,189.77138897050003,272.5,0.0,55.790848357540014
2020-01-13 17:00:00,0.0,195.85735526350004,272.5,0.0,60.840848357540025
2020-01-13 18:00:00,0.0,207.5,272.5,0.0,52.70084835754005
2020-01-13 19:00:00,3.300051642459989,207.5,272.5,0.0,0.0
2020-01-13 20:00:00,9.14225164246001,207.5,272.5,0.0,0.0
2020-01-13 21:00:00,0.0,207.5,272.5,0.0,22.850848357540045
2020-01-13 22:00:00,0.0,207.5,272.5,0.0,81.31104835754
2020-01-13 23:00:00,0.0,193.629165324336,272.5,0.0,115.10274835754004
2020-01-14 00:00:00,0.0,169.87316531852798,272.5,0.0,145.83084835753996
2020-01-14 01:00:00,0.0,168.693765318528,272.5,0.0,165.28084835754004
2020-01-14 02:00:00,0.0,167.64376531852798,272.5,0.0,174.70084835754
2020-01-14 03:00:00,0.0,168.223765318528,272.5,0.0,189.76004835754003
2020-01-14 04:00:00,0.0,160.305365318528,272.5,0.0,185.36004835754
2020-01-14 05:00:00,0.0,153.96996531852798,272.5,0.0,170.19004835754
2020-01-14 06:00:00,0.0,162.889765318528,272.5,0.0,127.41084835753998
2020-01-14 07:00:00,0.0,171.853765318528,272.5,0.0,95.71084835754
2020-01-14 08:00:00,0.0,178.933765318528,272.5,0.0,81.83484835754004
2020-01-14 09:00:00,0.0,143.19814263583203,272.5,0.0,83.44004835754004
2020-01-14 10:00:00,0.0,142.84622768981203,272.5,0.0,57.280848357540066
2020-01-14 11:00:00,0.0,128.63560153383202,272.5,0.0,61.51384136194
2020-01-14 12:00:00,0.0,120.61713666483202,272.5,0.0,79.38384136193999
2020-01-14 13:00:00,0.0,147.63596235783206,272.5,0.0,66.01384136194
2020-01-14 14:00:00,0.0,164.841608554792,272.5,0.0,66.20105297942045
2020-01-14 15:00:00,0.0,202.763765318528,272.5,0.0,61.15105297942044
2020-01-14 16:00:00,0.0,176.937223480812,272.5,0.0,67.83105297942046
2020-01-14 17:00:00,0.0,191.40920440783202,272.5,0.0,67.35105297942053
2020-01-14 18:00:00,0.0,203.843765318528,272.5,0.0,55.17105297942055
2020-01-14 19:00:00,0.0,207.5,272.5,0.0,6.240252979420454
2020-01-14 20:00:00,0.0,207.5,272.5,0.0,7.560252979420506
2020-01-14 21:00:00,0.0,207.5,272.5,0.0,27.771052979420467
2020-01-14 22:00:00,0.0,200.76376531852802,272.5,0.0,74.51105297942047
2020-01-14 23:00:00,0.0,185.413765318528,272.5,0.0,125.60105297942046
2020-01-15 00:00:00,0.0,175.05376531852795,272.5,0.0,156.93105297942046
2020-01-15 01:00:00,0.0,169.21376531852798,272.5,0.0,173.73495297942046
2020-01-15 02:00:00,0.0,168.78376531852797,272.5,0.0,187.78025297942045
2020-01-15 03:00:00,0.0,154.07996531852797,272.5,0.0,187.9002529794205
2020-01-15 04:00:00,0.0,166.59376531852797,272.5,0.0,172.14105297942046
2020-01-15 05:00:00,0.0,157.74406531852796,272.5,0.0,149.37105297942048
2020-01-15 06:00:00,0.0,164.59376531852797,272.5,0.0,113.44105297942046
2020-01-15 07:00:00,0.0,165.869788085932,272.5,0.0,88.21105297942046
2020-01-15 08:00:00,0.0,167.373135096972,272.5,0.0,74.3060029048705
2020-01-15 09:00:00,0.0,181.26996531852797,272.5,0.0,72.16457814232999
2020-01-15 10:00:00,0.0,156.84268218095198,272.5,0.0,63.91309490832997
2020-01-15 11:00:00,0.0,166.902081298932,272.5,0.0,63.15309490833002
2020-01-15 12:00:00,0.0,149.57037139795202,272.5,0.0,85.11239490833003
2020-01-15 13:00:00,0.0,164.747909942972,272.5,0.0,69.54309490833002
2020-01-15 14:00:00,0.0,199.57376531852796,272.5,0.0,68.86229490833
2020-01-15 15:00:00,0.0,173.62820661395196,272.5,0.0,67.52919490833003
2020-01-15 16:00:00,0.0,182.72241025997198,272.5,0.0,66.35309490833001
2020-01-15 17:00:00,0.0,191.16930383193198,272.5,0.0,73.02309490832998
2020-01-15 18:00:00,0.0,207.5,272.5,0.0,67.01309490833
2020-01-15 19:00:00,0.0,207.5,272.5,0.0,8.232294908330015
2020-01-15 20:00:00,0.0,207.5,272.5,0.0,11.282294908330025
2020-01-15 21:00:00,0.0,207.5,272.5,0.0,30.52309490833001
2020-01-15 22:00:00,0.0,202.78317508347993,272.5,0.0,94.02229490833008
2020-01-15 23:00:00,0.0,188.063765318528,272.5,0.0,130.59309490833
2020-01-16 00:00:00,0.0,173.60096531852798,272.5,0.0,168.08269490833
2020-01-16 01:00:00,0.0,174.384565318528,272.5,0.0,179.76409490833004
2020-01-16 02:00:00,0.0,170.20276531852798,272.5,0.0,181.91309490833004
