,CE,SU,NO
2020-01-01 00:00:00,59.563289888,1.83473741582,90.42196650912601
2020-01-01 01:00:00,62.49103067628006,1.83473741582,90.42196650912601
2020-01-01 02:00:00,120.87755617527998,1.83473741582,90.42196650912601
2020-01-01 03:00:00,123.01547311627996,1.83473741582,90.42196650912601
2020-01-01 04:00:00,130.60018201728008,1.83473741582,90.42196650912601
2020-01-01 05:00:00,251.596178628933,1.83609741582,72.6268718434215
2020-01-01 06:00:00,303.32342350352536,7.25769620884,72.6268718434215
2020-01-01 07:00:00,265.06381431117705,15.138449865135987,65.67906030588549
2020-01-01 08:00:00,294.33228368470054,4.364034675664016,65.67906030588549
2020-01-01 09:00:00,241.12942655402856,32.882312456135985,65.67906030588549
2020-01-01 10:00:00,218.23214451362855,36.379232253175985,65.67906030588549
2020-01-01 11:00:00,252.6144336443205,4.364034675664016,65.67906030588549
2020-01-01 12:00:00,216.2886811192285,25.868889191175985,65.67906030588549
2020-01-01 13:00:00,202.11228114322859,22.978793147155983,65.67906030588549
2020-01-01 14:00:00,242.79840240179044,4.364034675664017,58.89219996699557
2020-01-01 15:00:00,244.79126705139043,4.364034675664016,58.89219996699557
2020-01-01 16:00:00,204.26034395011848,12.542675004155985,58.89219996699557
2020-01-01 17:00:00,174.7560007154105,4.364034675664016,58.89219996699557
2020-01-01 18:00:00,90.23372443701044,3.6390821628200003,58.89219996699557
2020-01-01 19:00:00,3.7169982219104583,1.83473741582,58.89219996699557
2020-01-01 20:00:00,6.2669982219104705,1.83473741582,58.892199966995555
2020-01-01 21:00:00,77.3481075864104,1.83473741582,58.892199966995555
2020-01-01 22:00:00,76.85482630641056,1.83473741582,58.892199966995555
2020-01-01 23:00:00,124.99873243141049,1.83473741582,58.892199966995555
2020-01-02 00:00:00,217.43203923647047,1.9313025443299998,51.34962379111556
2020-01-02 01:00:00,221.83722905247055,1.9313025443299998,51.34962379111556
2020-01-02 02:00:00,248.6650081304705,1.9313025443299998,51.34962379111556
2020-01-02 03:00:00,287.67903690381036,1.9313025443299998,44.97851888677565
2020-01-02 04:00:00,268.8004936528104,1.9313025443299998,44.97851888677565
2020-01-02 05:00:00,261.28042675575887,1.9313025443299998,44.97851888677565
2020-01-02 06:00:00,240.0238931417444,6.54653162633,44.97851888677565
2020-01-02 07:00:00,217.62046961863035,4.364034675664016,44.97851888677565
